Chr,C2U start,C2U end,U/C,Strand
chr5,64886053,64886054,0.166667,-
chr5,64886109,64886110,0.117647,-
chr5,64886450,64886451,0.125,-
chr5,64907604,64907605,0.1,-
chr5,64954234,64954235,0.108108,+
chr5,65105382,65105383,0.111111,+
chr5,65288714,65288715,0.1,+
chr5,65321783,65321784,0.111111,+
chr5,65340064,65340065,0.1,+
chr5,65349578,65349579,0.1,+
chr5,65350302,65350303,0.113636,+
chr5,65374668,65374669,0.147059,+
chr5,65376135,65376136,0.2,+
chr5,65449373,65449374,0.122807,+
chr5,65459663,65459664,0.114943,+
chr5,65474702,65474703,0.18018,+
chr5,65474998,65474999,0.103448,+
chr5,65475156,65475157,0.138462,+
chr5,65475328,65475329,0.166667,+
chr5,65475607,65475608,0.107143,+
chr5,65475939,65475940,0.102273,+
chr5,65475982,65475983,0.115385,+
chr5,65476286,65476287,0.138889,+
chr5,65476423,65476424,0.1,+
chr5,67455235,67455236,0.12987,-
chr5,68399868,68399869,0.133333,+
chr5,68399889,68399890,0.171429,+
chr5,68400227,68400228,0.117647,+
chr5,68413148,68413149,0.144928,+
chr5,68414365,68414366,0.115942,+
chr5,68423941,68423942,0.125,+
chr5,68425416,68425417,0.125,+
chr5,68425529,68425530,0.121951,+
chr5,68425563,68425564,0.112676,+
chr5,68425600,68425601,0.138889,+
chr5,68425737,68425738,0.111111,+
chr5,68425804,68425805,0.122222,+
chr5,68425913,68425914,0.145455,+
chr5,68426060,68426061,0.166667,+
chr5,68505616,68505617,0.195122,+
chr5,68505735,68505736,0.142857,+
chr5,68505962,68505963,0.139535,+
chr5,68525192,68525193,0.166667,+
chr5,68572988,68572989,0.101695,+
chr5,68578726,68578727,0.233333,-
chr5,68603797,68603798,0.117647,-
chr5,68647661,68647662,0.11828,-
chr5,68647681,68647682,0.166667,-
chr5,68648008,68648009,0.107438,-
chr5,68692342,68692343,0.114286,+
chr5,68706357,68706358,0.105263,+
chr5,68706366,68706367,0.1,+
chr5,68710097,68710098,0.102041,+
chr5,68710145,68710146,0.159091,+
chr5,68710179,68710180,0.162162,+
chr5,68710235,68710236,0.105263,+
chr5,68710267,68710268,0.12,+
chr5,69373077,69373078,0.105263,+
chr5,70805861,70805862,0.108108,+
chr5,70806917,70806918,0.125,+
chr5,70828185,70828186,0.133333,+
chr5,70860769,70860770,0.138889,+
chr5,70861056,70861057,0.147059,+
chr5,70861362,70861363,0.157895,+
chr5,70861420,70861421,0.117647,+
chr5,70862154,70862155,0.113636,+
chr5,70862441,70862442,0.155556,+
chr5,70862846,70862847,0.140845,+
chr5,70863378,70863379,0.125,+
chr5,70863549,70863550,0.142857,+
chr5,70895565,70895566,0.104478,+
chr5,70952720,70952721,0.1375,+
chr5,70954126,70954127,0.113924,+
chr5,70954494,70954495,0.175,+
chr5,71495055,71495056,0.105263,+
chr5,71502017,71502018,0.133333,+
chr5,71502101,71502102,0.133333,+
chr5,71504902,71504903,0.142857,+
chr5,71515423,71515424,0.105263,-
chr5,71515714,71515715,0.1,-
chr5,71515830,71515831,0.126214,-
chr5,71515925,71515926,0.111111,-
chr5,71516421,71516422,0.153846,-
chr5,71516584,71516585,0.121212,-
chr5,71516694,71516695,0.113636,-
chr5,71654344,71654345,0.1,+
chr5,72205135,72205136,0.118519,+
chr5,72206578,72206579,0.111111,+
chr5,72208825,72208826,0.101449,+
chr5,72293036,72293037,0.184615,+
chr5,72386143,72386144,0.142857,+
chr5,72742211,72742212,0.24,-
chr5,72742396,72742397,0.134146,-
chr5,72742431,72742432,0.106667,-
chr5,72742508,72742509,0.12069,-
chr5,72742555,72742556,0.14433,-
chr5,72742813,72742814,0.181818,-
chr5,72794997,72794998,0.244792,+
chr5,72798781,72798782,0.142259,+
chr5,72798843,72798844,0.227533,+
chr5,72798903,72798904,0.118687,+
chr5,72798917,72798918,0.111765,+
chr5,72800191,72800192,0.149533,+
chr5,72800198,72800199,0.185185,+
chr5,72801088,72801089,0.112219,+
chr5,72801127,72801128,0.111111,+
chr5,72801204,72801205,0.150538,+
chr5,72801206,72801207,0.103448,+
chr5,72801280,72801281,0.109091,+
chr5,72801291,72801292,0.253275,+
chr5,72801308,72801309,0.173611,+
chr5,72804975,72804976,0.138889,+
chr5,72848334,72848335,0.179487,-
chr5,72857057,72857058,0.104167,-
chr5,72858451,72858452,0.2,-
chr5,72865351,72865352,0.121951,+
chr5,72873764,72873765,0.1,+
chr5,73992851,73992852,0.112903,+
chr5,74009399,74009400,0.104762,+
chr5,74014728,74014729,0.117647,+
chr5,74016543,74016544,0.140449,+
chr5,74017037,74017038,0.122449,+
chr5,74017079,74017080,0.263158,+
chr5,74017106,74017107,0.133333,-
chr5,74017266,74017267,0.112676,-
chr5,74017393,74017394,0.241935,-
chr5,74017437,74017438,0.147541,-
chr5,74017564,74017565,0.125,-
chr5,74017585,74017586,0.101449,-
chr5,74017806,74017807,0.125,-
chr5,74021540,74021541,0.159091,-
chr5,74028855,74028856,0.123288,-
chr5,74035936,74035937,0.102941,-
chr5,74043530,74043531,0.112245,-
chr5,74056762,74056763,0.108696,-
chr5,74065150,74065151,0.114754,+
chr5,74065168,74065169,0.111111,+
chr5,74066564,74066565,0.20442,+
chr5,74069758,74069759,0.158824,+
chr5,74069822,74069823,0.120155,+
chr5,74069861,74069862,0.115854,+
chr5,74072450,74072451,0.107143,+
chr5,74072487,74072488,0.159509,+
chr5,74072524,74072525,0.111732,+
chr5,74072553,74072554,0.161491,+
chr5,74072571,74072572,0.134146,+
chr5,74072587,74072588,0.163636,+
chr5,74072622,74072623,0.122222,+
chr5,74073933,74073934,0.1,-
chr5,74074756,74074757,0.233333,-
chr5,74075613,74075614,0.166667,-
chr5,74076027,74076028,0.157895,-
chr5,74076768,74076769,0.1,-
chr5,74639761,74639762,0.102564,+
chr5,74656219,74656220,0.2875,+
chr5,74656443,74656444,0.115385,+
chr5,74656973,74656974,0.152174,+
chr5,74657015,74657016,0.106195,+
chr5,74657061,74657062,0.111111,+
chr5,74657229,74657230,0.118644,+
chr5,74657881,74657882,0.121212,+
chr5,74666987,74666988,0.1,-
chr5,74667544,74667545,0.113636,-
chr5,74668333,74668334,0.146341,-
chr5,74668435,74668436,0.113636,-
chr5,74669250,74669251,0.133333,-
chr5,74669429,74669430,0.117647,-
chr5,74675209,74675210,0.1,-
chr5,74675223,74675224,0.142857,-
chr5,74892482,74892483,0.147059,+
chr5,74892798,74892799,0.151515,+
chr5,74895131,74895132,0.2,+
chr5,74895134,74895135,0.102564,+
chr5,75576961,75576962,0.112903,+
chr5,75672651,75672652,0.111842,+
chr5,76003575,76003576,0.114286,+
chr5,76029682,76029683,0.125,+
chr5,76030624,76030625,0.133333,+
chr5,76030951,76030952,0.133333,+
chr5,76129589,76129590,0.1,+
chr5,76129833,76129834,0.105263,+
chr5,76130625,76130626,0.138889,+
chr5,76130991,76130992,0.1,+
chr5,76331421,76331422,0.142857,+
chr5,76331518,76331519,0.118644,+
chr5,76331538,76331539,0.133333,+
chr5,76332506,76332507,0.181818,+
chr5,76335430,76335431,0.138889,+
chr5,76335434,76335435,0.108108,+
chr5,76344056,76344057,0.127273,+
chr5,76344069,76344070,0.183673,+
chr5,76349816,76349817,0.111111,+
chr5,76359000,76359001,0.117647,+
chr5,76359162,76359163,0.104167,+
chr5,76359258,76359259,0.188679,+
chr5,76359445,76359446,0.146341,+
chr5,76359834,76359835,0.184615,+
chr5,76359883,76359884,0.105263,+
chr5,76360038,76360039,0.153846,+
chr5,76586335,76586336,0.107143,+
chr5,76586999,76587000,0.102941,+
chr5,76728737,76728738,0.135135,-
chr5,76728835,76728836,0.134615,-
chr5,76728938,76728939,0.12381,-
chr5,76728977,76728978,0.122807,-
chr5,77004078,77004079,0.268657,-
chr5,77298272,77298273,0.159091,-
chr5,77437091,77437092,0.109091,-
chr5,77437098,77437099,0.107143,-
chr5,77473175,77473176,0.105882,-
chr5,77477417,77477418,0.168831,-
chr5,77771507,77771508,0.125,+
chr5,77771610,77771611,0.166667,+
chr5,77772379,77772380,0.132075,+
chr5,77773222,77773223,0.140625,+
chr5,77773390,77773391,0.108108,+
chr5,77773952,77773953,0.113208,+
chr5,77774068,77774069,0.108108,+
chr5,77782472,77782473,0.1,-
chr5,78617772,78617773,0.155556,+
chr5,78618328,78618329,0.1,+
chr5,78622140,78622141,0.1,+
chr5,78622508,78622509,0.155556,+
chr5,78622657,78622658,0.111111,+
chr5,78622677,78622678,0.125,+
chr5,78622897,78622898,0.166667,+
chr5,78670385,78670386,0.138889,-
chr5,78670812,78670813,0.117647,-
chr5,78671323,78671324,0.1,-
chr5,78908790,78908791,0.162791,+
chr5,78915593,78915594,0.102564,+
chr5,78915871,78915872,0.12766,+
chr5,78964750,78964751,0.133333,+
chr5,78981828,78981829,0.153846,+
chr5,78981923,78981924,0.12069,+
chr5,78982134,78982135,0.119048,+
chr5,79273714,79273715,0.136364,-
chr5,79274462,79274463,0.1,-
chr5,79274892,79274893,0.108108,-
chr5,79276016,79276017,0.153846,-
chr5,79734521,79734522,0.108108,+
chr5,79768641,79768642,0.1,+
chr5,79774677,79774678,0.114286,+
chr5,79922817,79922818,0.243655,-
chr5,79923698,79923699,0.151899,-
chr5,79924462,79924463,0.148936,-
chr5,79924479,79924480,0.206612,-
chr5,79924541,79924542,0.11399,-
chr5,79924703,79924704,0.227941,-
chr5,79968129,79968130,0.117647,+
chr5,80063928,80063929,0.117647,+
chr5,80171771,80171772,0.194444,+
chr5,80172068,80172069,0.135135,+
chr5,80600816,80600817,0.138889,+
chr5,80608520,80608521,0.111111,+
chr5,80608758,80608759,0.106383,+
chr5,80608769,80608770,0.166667,+
chr5,80608862,80608863,0.1,+
chr5,80715918,80715919,0.125,-
chr5,80715924,80715925,0.27027,-
chr5,80716097,80716098,0.115385,-
chr5,80716102,80716103,0.166667,-
chr5,81188461,81188462,0.271186,+
chr5,81569456,81569457,0.409836,-
chr5,81569490,81569491,0.131579,-
chr5,81569565,81569566,0.115385,-
chr5,81569567,81569568,0.119048,-
chr5,81569644,81569645,0.113924,-
chr5,81569804,81569805,0.127273,-
chr5,81569870,81569871,0.1875,-
chr5,81570606,81570607,0.119565,-
chr5,81570847,81570848,0.1125,-
chr5,81571042,81571043,0.121212,-
chr5,81571369,81571370,0.148148,-
chr5,81571461,81571462,0.107692,-
chr5,81571574,81571575,0.111111,-
chr5,81571578,81571579,0.12963,-
chr5,81571630,81571631,0.230769,-
chr5,81571716,81571717,0.123596,-
chr5,81571749,81571750,0.131579,-
chr5,81571784,81571785,0.134328,-
chr5,81571891,81571892,0.145038,-
chr5,81571910,81571911,0.208621,-
chr5,81571938,81571939,0.240896,-
chr5,81573574,81573575,0.139601,-
chr5,82348836,82348837,0.122807,-
chr5,82349079,82349080,0.15625,-
chr5,82350810,82350811,0.111111,-
chr5,82352164,82352165,0.170732,-
chr5,82352258,82352259,0.109756,-
chr5,82352430,82352431,0.125,-
chr5,82352667,82352668,0.119403,-
chr5,82352845,82352846,0.327731,-
chr5,82352855,82352856,0.165354,-
chr5,82352907,82352908,0.112903,-
chr5,82554404,82554405,0.125,+
chr5,82649112,82649113,0.16129,+
chr5,82834644,82834645,0.114286,+
chr5,82835855,82835856,0.166667,+
chr5,82836887,82836888,0.15,+
chr5,82837172,82837173,0.147059,+
chr5,82837754,82837755,0.1,+
chr5,82876439,82876440,0.153846,+
chr5,82876642,82876643,0.111111,+
chr5,82877557,82877558,0.114286,+
chr5,84761038,84761039,0.115789,+
chr5,85915225,85915226,0.238938,+
chr5,85915265,85915266,0.123752,+
chr5,85915271,85915272,0.122807,+
chr5,85915281,85915282,0.114914,+
chr5,85915294,85915295,0.106164,+
chr5,85916526,85916527,0.122917,+
chr5,85916536,85916537,0.13617,+
chr5,85916549,85916550,0.158508,+
chr5,85916570,85916571,0.172794,+
chr5,85916577,85916578,0.137778,+
chr5,85916670,85916671,0.162162,+
chr5,86180421,86180422,0.108974,-
chr5,86686754,86686755,0.1,+
chr5,86686913,86686914,0.1,+
chr5,86690152,86690153,0.1,-
chr5,86700747,86700748,0.115385,-
chr5,86703825,86703826,0.102041,-
chr5,87491255,87491256,0.136986,-
chr5,87491352,87491353,0.159091,-
chr5,87491660,87491661,0.19697,-
chr5,87491826,87491827,0.114286,-
chr5,87493545,87493546,0.105263,-
chr5,89689724,89689725,0.128205,-
chr5,89689798,89689799,0.146552,-
chr5,89689872,89689873,0.114754,-
chr5,89701570,89701571,0.121212,-
chr5,89802436,89802437,0.107143,+
chr5,89809971,89809972,0.113208,+
chr5,89813533,89813534,0.181818,-
chr5,89813674,89813675,0.106383,-
chr5,90665655,90665656,0.114286,-
chr5,90666078,90666079,0.171429,-
chr5,90666217,90666218,0.25,-
chr5,90666244,90666245,0.222222,-
chr5,92929792,92929793,0.116279,+
chr5,92929932,92929933,0.109756,+
chr5,92929938,92929939,0.111111,+
chr5,92929981,92929982,0.114286,+
chr5,93018646,93018647,0.102362,-
chr5,93018648,93018649,0.228346,-
chr5,94001686,94001687,0.1,+
chr5,94024321,94024322,0.105263,+
chr5,94030681,94030682,0.106383,+
chr5,94050357,94050358,0.102564,+
chr5,94050536,94050537,0.130435,+
chr5,94799630,94799631,0.121951,-
chr5,94842694,94842695,0.113636,-
chr5,94852432,94852433,0.181818,-
chr5,94864781,94864782,0.15,-
chr5,94865829,94865830,0.102564,-
chr5,94877559,94877560,0.106383,-
chr5,94877577,94877578,0.133333,-
chr5,94878964,94878965,0.122449,-
chr5,95091442,95091443,0.116279,+
chr5,95116081,95116082,0.111111,+
chr5,95129031,95129032,0.1,+
chr5,95130069,95130070,0.147059,+
chr5,96108761,96108762,0.106061,+
chr5,96108980,96108981,0.135135,+
chr5,96109197,96109198,0.135135,+
chr5,96109329,96109330,0.104167,+
chr5,96109511,96109512,0.108108,+
chr5,96109587,96109588,0.16129,+
chr5,96109674,96109675,0.122449,+
chr5,96109696,96109697,0.106383,+
chr5,96109909,96109910,0.181818,+
chr5,96110079,96110080,0.129032,+
chr5,96110084,96110085,0.16129,+
chr5,96110307,96110308,0.1,+
chr5,96498826,96498827,0.109589,-
chr5,96503501,96503502,0.123288,-
chr5,98115677,98115678,0.2,+
chr5,98115784,98115785,0.102041,+
chr5,98129428,98129429,0.170732,+
chr5,98130094,98130095,0.216216,+
chr5,98130882,98130883,0.243902,+
chr5,98130980,98130981,0.235294,+
chr5,98131089,98131090,0.107692,+
chr5,98131157,98131158,0.116279,+
chr5,98131830,98131831,0.1,+
chr5,98190986,98190987,0.153846,-
chr5,98191089,98191090,0.102941,-
chr5,98191249,98191250,0.117647,-
chr5,98191268,98191269,0.1,-
chr5,98191807,98191808,0.125,-
chr5,98192009,98192010,0.121951,-
chr5,98215399,98215400,0.102041,-
chr5,98224920,98224921,0.148936,-
chr5,98232060,98232061,0.109091,-
chr5,98233978,98233979,0.111111,-
chr5,98264322,98264323,0.105263,-
chr5,99871405,99871406,0.151515,+
chr5,99897804,99897805,0.1,+
chr5,99922151,99922152,0.15625,+
chr5,102201780,102201781,0.1,+
chr5,102262328,102262329,0.114286,+
chr5,102363926,102363927,0.206349,+
chr5,102364990,102364991,0.125,+
chr5,102365065,102365066,0.113208,+
chr5,102365211,102365212,0.108434,+
chr5,102365296,102365297,0.121212,+
chr5,102515875,102515876,0.129032,+
chr5,102538747,102538748,0.151515,+
chr5,102538749,102538750,0.121212,+
chr5,102613299,102613300,0.133333,+
chr5,102613523,102613524,0.125,+
chr5,102613537,102613538,0.102041,+
chr5,102613546,102613547,0.2,+
chr5,102613764,102613765,0.358974,+
chr5,102613767,102613768,0.25,+
chr5,102613938,102613939,0.147059,+
chr5,102885486,102885487,0.16129,-
chr5,102885509,102885510,0.111111,-
chr5,102885756,102885757,0.1,-
chr5,102885780,102885781,0.129032,-
chr5,102885892,102885893,0.1,-
chr5,108120846,108120847,0.119701,+
chr5,108671111,108671112,0.113636,-
chr5,108671222,108671223,0.102941,-
chr5,108671241,108671242,0.166667,-
chr5,108671483,108671484,0.169231,-
chr5,108671498,108671499,0.169811,-
chr5,108671926,108671927,0.105263,-
chr5,108671995,108671996,0.105263,-
chr5,108672043,108672044,0.121951,-
chr5,108672268,108672269,0.121951,-
chr5,108672665,108672666,0.152174,-
chr5,108704390,108704391,0.152174,-
chr5,109202794,109202795,0.133333,+
chr5,109203084,109203085,0.111111,+
chr5,109203365,109203366,0.114286,+
chr5,109205042,109205043,0.25,+
chr5,110097109,110097110,0.134831,+
chr5,110097277,110097278,0.142857,+
chr5,110097454,110097455,0.145833,+
chr5,110097498,110097499,0.121951,+
chr5,110097553,110097554,0.108911,+
chr5,110097600,110097601,0.202899,+
chr5,110097612,110097613,0.173913,+
chr5,110098176,110098177,0.102941,+
chr5,110098226,110098227,0.101124,+
chr5,110098408,110098409,0.140625,+
chr5,110098643,110098644,0.238095,+
chr5,110099100,110099101,0.125,+
chr5,110099171,110099172,0.108108,+
chr5,110099191,110099192,0.210526,+
chr5,110099332,110099333,0.135135,+
chr5,110099420,110099421,0.204545,+
chr5,110100157,110100158,0.177778,+
chr5,110100544,110100545,0.22449,+
chr5,110100568,110100569,0.147059,+
chr5,110100591,110100592,0.133333,+
chr5,110462962,110462963,0.145161,+
chr5,110463564,110463565,0.138889,+
chr5,110464150,110464151,0.133333,+
chr5,110464762,110464763,0.125,+
chr5,110464902,110464903,0.114286,+
chr5,110465724,110465725,0.2,+
chr5,110835399,110835400,0.108108,-
chr5,111066207,111066208,0.147059,-
chr5,111497964,111497965,0.105263,+
chr5,111497973,111497974,0.179104,+
chr5,112178605,112178606,0.102041,+
chr5,112179088,112179089,0.121212,+
chr5,112179753,112179754,0.12963,+
chr5,112203502,112203503,0.105263,+
chr5,112203512,112203513,0.142857,+
chr5,112212247,112212248,0.119048,-
chr5,112212622,112212623,0.166667,-
chr5,112212646,112212647,0.173913,-
chr5,112212675,112212676,0.102564,-
chr5,112212853,112212854,0.106383,-
chr5,112214292,112214293,0.111111,-
chr5,112214327,112214328,0.138298,-
chr5,112214336,112214337,0.111111,-
chr5,112228053,112228054,0.14,+
chr5,112228302,112228303,0.106383,+
chr5,112228391,112228392,0.142857,+
chr5,112228646,112228647,0.104478,+
chr5,112229134,112229135,0.166667,+
chr5,112229243,112229244,0.195122,+
chr5,112229269,112229270,0.111111,+
chr5,112229539,112229540,0.121622,+
chr5,112229650,112229651,0.225806,+
chr5,112230234,112230235,0.2,+
chr5,112230578,112230579,0.142857,+
chr5,112230982,112230983,0.166667,+
chr5,112231006,112231007,0.133333,+
chr5,112231219,112231220,0.25,+
chr5,112231251,112231252,0.173913,+
chr5,112231262,112231263,0.25,+
chr5,112353956,112353957,0.125,+
chr5,112355345,112355346,0.111111,+
chr5,112355700,112355701,0.102564,+
chr5,112356147,112356148,0.119403,+
chr5,112356302,112356303,0.163265,+
chr5,114547427,114547428,0.105263,-
chr5,114547766,114547767,0.1875,-
chr5,114603426,114603427,0.105263,-
chr5,114611273,114611274,0.1,-
chr5,114860232,114860233,0.235294,-
chr5,114860292,114860293,0.179487,-
chr5,114914694,114914695,0.159091,-
chr5,114914955,114914956,0.152174,-
chr5,114915087,114915088,0.122449,-
chr5,114915265,114915266,0.105263,-
chr5,114915323,114915324,0.121212,-
chr5,114915489,114915490,0.108108,-
chr5,114915527,114915528,0.228571,-
chr5,114915956,114915957,0.171429,-
chr5,114916116,114916117,0.115385,-
chr5,114916265,114916266,0.16129,-
chr5,114916342,114916343,0.2,-
chr5,114916467,114916468,0.210526,-
chr5,114916489,114916490,0.151515,-
chr5,114949726,114949727,0.176471,-
chr5,114950402,114950403,0.125,-
chr5,114950552,114950553,0.122449,-
chr5,114951223,114951224,0.142857,-
chr5,114951241,114951242,0.102564,-
chr5,114951263,114951264,0.25,-
chr5,114951272,114951273,0.26,-
chr5,114951628,114951629,0.111111,-
chr5,114951637,114951638,0.142857,-
chr5,114956251,114956252,0.142857,-
chr5,115164680,115164681,0.105263,-
chr5,115164684,115164685,0.113636,-
chr5,115164703,115164704,0.1,-
chr5,115166169,115166170,0.111111,-
chr5,115166910,115166911,0.145455,-
chr5,115167378,115167379,0.142857,-
chr5,115238651,115238652,0.108108,+
chr5,115249147,115249148,0.101695,+
chr5,115249284,115249285,0.125,+
chr5,115387569,115387570,0.261062,-
chr5,115387912,115387913,0.186047,-
chr5,115781780,115781781,0.135135,-
chr5,118729266,118729267,0.105263,+
chr5,118835238,118835239,0.101449,+
chr5,118877730,118877731,0.113924,+
chr5,118877869,118877870,0.126437,+
chr5,121363007,121363008,0.125,+
chr5,122154682,122154683,0.123596,+
chr5,122165569,122165570,0.130435,+
chr5,122165581,122165582,0.186047,+
chr5,122344337,122344338,0.119048,+
chr5,122359162,122359163,0.173913,-
chr5,122359309,122359310,0.191489,-
chr5,122680959,122680960,0.125,-
chr5,122681086,122681087,0.119048,-
chr5,122681203,122681204,0.159091,-
chr5,122681286,122681287,0.108108,-
chr5,122681356,122681357,0.129032,-
chr5,122881431,122881432,0.114286,+
chr5,122909214,122909215,0.1,+
chr5,122926161,122926162,0.130435,+
chr5,122926191,122926192,0.1875,+
chr5,122951371,122951372,0.1,+
chr5,122951795,122951796,0.108108,+
chr5,122951801,122951802,0.125,+
chr5,122951871,122951872,0.1,+
chr5,122951961,122951962,0.139535,+
chr5,125880466,125880467,0.135135,-
chr5,125880595,125880596,0.138462,-
chr5,125880639,125880640,0.109589,-
chr5,125919688,125919689,0.262295,-
chr5,125944125,125944126,0.144444,+
chr5,125944152,125944153,0.125,+
chr5,125960396,125960397,0.12,+
chr5,125960464,125960465,0.10219,+
chr5,125960548,125960549,0.117647,+
chr5,125960599,125960600,0.130952,+
chr5,125960659,125960660,0.103448,+
chr5,125960719,125960720,0.296296,+
chr5,125960726,125960727,0.169492,+
chr5,125961124,125961125,0.125,+
chr5,125962626,125962627,0.2,+
chr5,125962819,125962820,0.2,+
chr5,126172407,126172408,0.231405,+
chr5,126478881,126478882,0.105263,-
chr5,126512489,126512490,0.108108,-
chr5,126887778,126887779,0.126984,+
chr5,126887829,126887830,0.105263,+
chr5,126887859,126887860,0.144737,+
chr5,126888415,126888416,0.138462,+
chr5,126888487,126888488,0.140351,+
