PeakID (cmd=annotatePeaks.pl hek293.abcam.CIMS.m6A.9536.bed hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
B045_1-4_chrX_f_c693[k=6][m=2]_GGACT,chrX,135290031,135290031,+,2,NA,"exon (NM_001159704, exon 4 of 6)","exon (NM_001159704, exon 4 of 6)",10976,NM_001159699,2273,Hs.435369,NM_001159699,ENSG00000022267,FHL1,FHL-1|FHL1A|FHL1B|FLH1A|KYOT|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA,four and a half LIM domains 1,protein-coding
B045_1-4_chr14_r_c584[k=4][m=2]_TGACA,chr14,92249411,92249411,-,2,NA,"3' UTR (NM_001128595, exon 12 of 12)","3' UTR (NM_001128595, exon 12 of 12)",50998,NM_024764,79820,Hs.131755,XM_005268066,ENSG00000133962,CATSPERB,C14orf161|CatSper(beta),catsper channel auxiliary subunit beta,protein-coding
B045_1-4_chr17_r_c944[k=8][m=2]_AGACT,chr17,58256722,58256722,-,2,NA,"exon (NM_032582, exon 34 of 34)","exon (NM_032582, exon 34 of 34)",-29420,NM_000717,762,Hs.89485,XM_005257639,ENSG00000167434,CA4,CAIV|Car4|RP17,carbonic anhydrase IV,protein-coding
B045_1-4_chr16_f_c107[k=9][m=2]_ACACT,chr16,1560123,1560123,+,2,NA,TTS (NM_014714),TTS (NM_014714),16771,NM_016111,9894,Hs.271044,XR_243325,ENSG00000100726,TELO2,CLK2|TEL2,telomere maintenance 2,protein-coding
B045_1-4_chr1_r_c2063[k=5][m=2]_AGACT,chr1,202850191,202850191,-,2,NA,"exon (NM_002871, exon 2 of 2)","exon (NM_002871, exon 2 of 2)",-8194,NM_002871,5877,Hs.90875,NM_002871,RABIF,MSS4|RASGFR3|RASGRF3,RAB interacting factor,protein-coding,
B045_1-4_chr4_f_c146[k=7][m=2]_AGACT,chr4,7056638,7056638,+,2,NA,"exon (NM_152293, exon 2 of 2)","exon (NM_152293, exon 2 of 2)",-8680,NR_033828,100129931,Hs.707753,NR_033828,RP11-367J11.2,0,uncharacterized LOC100129931,ncRNA,
B045_1-4_chr17_f_c1188[k=8][m=2]_AAACC,chr17,80559569,80559569,+,2,NA,"3' UTR (NM_004514, exon 9 of 9)","3' UTR (NM_004514, exon 9 of 9)",46842,NM_019613,56270,Hs.132161,XM_005256377,ENSG00000141580,WDR45B,WDR45L|WIPI-3|WIPI3,WD repeat domain 45B,protein-coding
B045_1-4_chr1_f_c256[k=7][m=2]_GAACA,chr1,16060755,16060755,+,2,NA,"3' UTR (NM_015164, exon 20 of 20)","3' UTR (NM_015164, exon 20 of 20)",-2054,NM_207348,284723,Hs.631867,XM_005245856,ENSG00000162461,SLC25A34,RP11-169K16.2,"solute carrier family 25, member 34",protein-coding
B045_1-4_chr19_r_c512[k=4][m=2]_GGACA,chr19,10260266,10260266,-,2,NA,"exon (NM_001379, exon 25 of 40)","exon (NM_001379, exon 25 of 40)",29667,NM_003755,8666,Hs.529059,NM_003755,ENSG00000130811,EIF3G,EIF3-P42|EIF3S4|eIF3-delta|eIF3-p44,"eukaryotic translation initiation factor 3, subunit G",protein-coding
B045_1-4_chr8_f_c353[k=11][m=2]_GGACT,chr8,61778234,61778234,+,2,NA,"exon (NM_017780, exon 38 of 38)","exon (NM_017780, exon 38 of 38)",102073,NR_034003,100130298,Hs.636194,NR_034003,LOC100130298,0,hCG1816373-like,ncRNA,
B045_1-4_chr9_r_c41[k=16][m=2]_AGACG,chr9,7799764,7799764,-,2,NA,promoter-TSS (NM_033428),promoter-TSS (NM_033428),-35,NM_033428,90871,Hs.7517,XM_005251628,ENSG00000137038,TMEM261,C9orf123,transmembrane protein 261,protein-coding
B045_1-4_chr1_f_c2111[k=4][m=2]_GGACC,chr1,227935786,227935786,+,2,NA,"exon (NM_053052, exon 2 of 5)","exon (NM_053052, exon 2 of 5)",-12674,NM_001161465,65094,Hs.745334,XM_005273233,ENSG00000081692,JMJD4,0,jumonji domain containing 4,protein-coding
B045_1-4_chr3_f_c1387[k=9][m=2]_GGACT,chr3,196670371,196670371,+,2,NA,promoter-TSS (NM_007362),promoter-TSS (NM_007362),877,NR_024388,152217,Hs.118820,NR_024388,NCBP2-AS2,0,NCBP2 antisense RNA 2 (head to head),ncRNA,
B045_1-4_chr7_f_c338[k=8][m=2]_AAACT,chr7,43846726,43846726,+,2,NA,"exon (NM_000712, exon 8 of 8)","exon (NM_000712, exon 8 of 8)",48454,NM_001253823,644,Hs.488143,NM_000712,ENSG00000106605,BLVRA,BLVR|BVR|BVRA,biliverdin reductase A,protein-coding
B045_1-4_chrX_r_c708[k=34][m=2]_TGACT,chrX,107977242,107977242,-,2,NA,"exon (NM_003604, exon 1 of 1)","exon (NM_003604, exon 1 of 1)",-2365,NM_003604,8471,Hs.460872,XM_005262220,ENSG00000133124,IRS4,IRS-4|PY160,insulin receptor substrate 4,protein-coding
B045_1-4_chr9_r_c204[k=16][m=2]_TGACT,chr9,35059186,35059186,-,2,NA,"exon (NM_007126, exon 15 of 17)","exon (NM_007126, exon 15 of 17)",-13553,NM_007126,7415,Hs.529782,XM_005251575,ENSG00000165280,VCP,ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97,valosin containing protein,protein-coding
B045_1-4_chr6_f_c625[k=18][m=2]_AGACT,chr6,46111308,46111308,+,2,NA,"exon (NM_014936, exon 4 of 4)","exon (NM_014936, exon 4 of 4)",13607,NM_014936,22875,Hs.643497,NM_014936,ENSG00000001561,ENPP4,NPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative),protein-coding
B045_1-4_chr11_r_c804[k=4][m=2]_GGACT,chr11,72549283,72549283,-,2,NA,"3' UTR (NM_014824, exon 20 of 20)","3' UTR (NM_014824, exon 20 of 20)",-23832,NM_033388,89849,Hs.653186,XM_005274376,ENSG00000168010,ATG16L2,ATG16B|WDR80,autophagy related 16-like 2 (S. cerevisiae),protein-coding
B045_1-4_chr15_r_c572[k=16][m=2]_GGACG,chr15,89002824,89002824,-,2,NA,"3' UTR (NM_022163, exon 4 of 4)","3' UTR (NM_022163, exon 4 of 4)",-7809,NM_022163,26589,Hs.534261,NM_022163,ENSG00000259494,MRPL46,C15orf4|LIECG2|P2ECSL,mitochondrial ribosomal protein L46,protein-coding
B045_1-4_chr7_r_c254[k=10][m=2]_GGACA,chr7,27183395,27183395,-,2,NA,promoter-TSS (NM_019102),promoter-TSS (NM_019102),108,NM_019102,3202,Hs.655218,XM_005249733,ENSG00000106004,HOXA5,HOX1|HOX1.3|HOX1C,homeobox A5,protein-coding
B045_1-4_chr3_f_c323[k=8][m=2]_GAACT,chr3,42636254,42636254,+,2,NA,"3' UTR (NM_016305, exon 3 of 3)","3' UTR (NM_016305, exon 3 of 3)",3956,NM_016305,51188,Hs.534454,XM_005265203,ENSG00000008324,SS18L2,KIAA-iso,synovial sarcoma translocation gene on chromosome 18-like 2,protein-coding
B045_1-4_chr19_r_c642[k=8][m=2]_GGACT,chr19,14625952,14625952,-,2,NA,"3' UTR (NM_006145, exon 3 of 3)","3' UTR (NM_006145, exon 3 of 3)",-3249,NM_006145,3337,Hs.515210,XM_005259888,ENSG00000132002,DNAJB1,HSPF1|Hdj1|Hsp40|RSPH16B|Sis1,"DnaJ (Hsp40) homolog, subfamily B, member 1",protein-coding
B045_1-4_chr19_f_c973[k=4][m=2]_GGACT,chr19,40884013,40884013,+,2,NA,"exon (NM_012268, exon 13 of 13)","exon (NM_012268, exon 13 of 13)",8260,NR_106854,102465477,NR_106854,MIR6796,hsa-mir-6796,microRNA mir-6796,ncRNA,,
B045_1-4_chr6_r_c894[k=79][m=2]_ATACT,chr6,116599409,116599409,-,2,NA,"3' UTR (NM_003309, exon 1 of 1)","3' UTR (NM_003309, exon 1 of 1)",-1871,NM_003309,7259,Hs.744978,NM_003309,TSPYL1,TSPYL,TSPY-like 1,protein-coding,
B045_1-4_chr4_f_c134[k=6][m=2]_GGACG,chr4,6718226,6718226,+,2,NA,"exon (NM_018366, exon 1 of 1)","exon (NM_018366, exon 1 of 1)",384,NM_018366,55330,Hs.7570,NM_018366,ENSG00000186222,BLOC1S4,BCAS4L|BLOS4|CNO,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino",protein-coding
B045_1-4_chrX_r_c896[k=10][m=2]_TGACA,chrX,151995983,151995983,-,2,NA,"3' UTR (NM_004344, exon 5 of 5)","3' UTR (NM_004344, exon 5 of 5)",-3318,NM_004344,1069,Hs.82794,NM_004344,CETN2,CALT|CEN2,"centrin, EF-hand protein, 2",protein-coding,
B045_1-4_chr10_r_c353[k=4][m=2]_GGACT,chr10,61548801,61548801,-,2,NA,"3' UTR (NM_005436, exon 9 of 9)","3' UTR (NM_005436, exon 9 of 9)",35598,NR_038199,100507027,Hs.648790,NR_038199,ENSG00000227877,LINC00948,M1|MUSER1|RP11-59J5.1,long intergenic non-protein coding RNA 948,ncRNA
B045_1-4_chr1_r_c1462[k=6][m=2]_CTACA,chr1,120457555,120457555,-,2,NA,"3' UTR (NM_024408, exon 34 of 34)","3' UTR (NM_024408, exon 34 of 34)",18408,NM_021794,11085,Hs.283011,NM_021794,ENSG00000134249,ADAM30,svph4,ADAM metallopeptidase domain 30,protein-coding
B045_1-4_chr17_f_c1166[k=9][m=2]_GGACA,chr17,79990649,79990649,+,2,NA,"exon (NM_005052, exon 3 of 6)","exon (NM_005052, exon 3 of 6)",1117,NM_005052,5881,Hs.45002,XM_005256390,ENSG00000169750,RAC3,0,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)",protein-coding
B045_1-4_chr2_f_c1351[k=4][m=2]_CCACA,chr2,207024649,207024649,+,2,NA,promoter-TSS (NM_001199984),promoter-TSS (NM_001199984),331,NM_001959,1933,Hs.421608,NM_001037663,ENSG00000114942,EEF1B2,EEF1B|EEF1B1|EF1B,eukaryotic translation elongation factor 1 beta 2,protein-coding
B045_1-4_chr17_r_c1218[k=9][m=2]_GAACT,chr17,77807162,77807162,-,2,NA,"3' UTR (NM_003655, exon 5 of 5)","3' UTR (NM_003655, exon 5 of 5)",-6051,NM_003655,8535,Hs.405046,XM_005257753,ENSG00000141582,CBX4,NBP16|PC2,chromobox homolog 4,protein-coding
B045_1-4_chr10_r_c795[k=8][m=2]_GGACA,chr10,118434371,118434371,-,2,NA,"exon (NM_025015, exon 12 of 12)","exon (NM_025015, exon 12 of 12)",4890,NM_144661,143379,Hs.121347,XM_005269556,ENSG00000165863,C10orf82,0,chromosome 10 open reading frame 82,protein-coding
B045_1-4_chr3_r_c117[k=4][m=2]_AGACA,chr3,15711436,15711436,-,2,NA,"3' UTR (NM_001195099, exon 26 of 26)","3' UTR (NM_001195099, exon 26 of 26)",-67960,NM_001281725,686,Hs.517830,XM_005265414,ENSG00000169814,BTD,0,biotinidase,protein-coding
B045_1-4_chr7_f_c1062[k=6][m=2]_GGACT,chr7,148895557,148895557,+,2,NA,"exon (NM_003575, exon 2 of 8)","exon (NM_003575, exon 2 of 8)",2980,NM_003575,8427,Hs.729056,XM_005250059,ENSG00000170265,ZNF282,HUB1,zinc finger protein 282,protein-coding
B045_1-4_chr2_r_c1404[k=5][m=2]_CTACA,chr2,220404394,220404394,-,2,NA,TTS (NM_182847),TTS (NM_182847),-3425,NM_001195731,79586,Hs.516711,NM_001195731,ENSG00000123989,CHPF,CHSY2|CSS2,chondroitin polymerizing factor,protein-coding
B045_1-4_chr21_f_c322[k=4][m=2]_GAACT,chr21,45457496,45457496,+,2,NA,"intron (NM_003274, intron 2 of 22)","intron (NM_003274, intron 2 of 22)",25290,NM_003274,7109,Hs.126221,XM_005261168,ENSG00000160218,TRAPPC10,EHOC-1|EHOC1|GT334|TMEM1|TRS130|TRS30,trafficking protein particle complex 10,protein-coding
B045_1-4_chr16_f_c160[k=13][m=2]_GGACA,chr16,2506852,2506852,+,2,NA,"exon (NM_001761, exon 17 of 17)","exon (NM_001761, exon 17 of 17)",-3263,NM_025108,80178,Hs.534491,NM_025108,ENSG00000162062,C16orf59,0,chromosome 16 open reading frame 59,protein-coding
B045_1-4_chrM_f_c291[k=64][m=2]_TTACG,chrM,11389,11389,+,2,NA,NA,Intergenic,NA,NA,4663,NA,NAC,neuroacanthocytosis,unknown,,,
B045_1-4_chr12_f_c450[k=18][m=2]_TGACT,chr12,56507500,56507500,+,2,NA,"3' UTR (NM_006191, exon 13 of 13)","3' UTR (NM_006191, exon 13 of 13)",-2874,NM_001035267,6171,Hs.660053,NM_001035267,ENSG00000229117,RPL41,L41,ribosomal protein L41,protein-coding
B045_1-4_chr1_r_c1685[k=4][m=2]_TGACA,chr1,155823169,155823169,-,2,NA,"exon (NM_001282858, exon 2 of 32)","exon (NM_001282858, exon 2 of 32)",-3917,NM_001282860,54856,Hs.656361,XM_005245277,ENSG00000116580,GON4L,GON-4|GON4|YARP,gon-4-like (C. elegans),protein-coding
B045_1-4_chr11_r_c106[k=8][m=2]_AGACT,chr11,3380153,3380153,-,2,NA,"non-coding (NR_046382, exon 5 of 5)","non-coding (NR_046382, exon 5 of 5)",-20299,NM_001242842,7748,Hs.386294,NM_001130519,ENSG00000005801,ZNF195,HRF1|ZNFP104,zinc finger protein 195,protein-coding
B045_1-4_chr6_r_c402[k=4][m=2]_GAACA,chr6,35837567,35837567,-,2,NA,"exon (NM_003137, exon 11 of 16)","exon (NM_003137, exon 11 of 16)",-51390,NR_034069,6732,Hs.443861,NM_003137,ENSG00000096063,SRPK1,SFRSK1,SRSF protein kinase 1,protein-coding
B045_1-4_chr1_f_c975[k=21][m=2]_TGACT,chr1,67450425,67450425,+,2,NA,"exon (NM_001146112, exon 15 of 15)","exon (NM_001146112, exon 15 of 15)",54499,NM_001077704,57708,Hs.605432,XM_005271075,ENSG00000198160,MIER1,ER1|MI-ER1,"mesoderm induction early response 1, transcriptional regulator",protein-coding
B045_1-4_chr19_r_c716[k=6][m=2]_GAACT,chr19,17346744,17346744,-,2,NA,"exon (NM_005234, exon 3 of 4)","exon (NM_005234, exon 3 of 4)",-9407,NM_005234,2063,Hs.466148,XM_005259816,ENSG00000160113,NR2F6,EAR-2|EAR2|ERBAL2,"nuclear receptor subfamily 2, group F, member 6",protein-coding
B045_1-4_chr3_r_c307[k=8][m=2]_AGACT,chr3,47125782,47125782,-,2,NA,"exon (NM_014159, exon 12 of 21)","exon (NM_014159, exon 12 of 21)",-72750,NR_024046,100129354,Hs.201522,NR_024046,NRADDP,0,"neurotrophin receptor associated death domain, pseudogene",pseudo,
B045_1-4_chr16_r_c947[k=8][m=2]_GAACT,chr16,87442081,87442081,-,2,NA,"3' UTR (NM_015144, exon 13 of 13)","3' UTR (NM_015144, exon 13 of 13)",-16280,NM_022818,81631,Hs.356061,XM_005256184,ENSG00000140941,MAP1LC3B,ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a,microtubule-associated protein 1 light chain 3 beta,protein-coding
B045_1-4_chr17_r_c403[k=4][m=2]_GAACT,chr17,21438321,21438321,-,2,NA,"3' UTR (NM_001113434, exon 2 of 2)","3' UTR (NM_001113434, exon 2 of 2)",-16620,NM_001113434,339263,Hs.745165,XM_005256621,ENSG00000212719,C17orf51,0,chromosome 17 open reading frame 51,protein-coding
B045_1-4_chr6_f_c915[k=8][m=2]_GAACT,chr6,111289038,111289038,+,2,NA,TTS (NM_138408),TTS (NM_138408),9275,NM_138408,112495,Hs.418520,NM_138408,ENSG00000155115,GTF3C6,C6orf51|TFIIIC35|bA397G5.3,"general transcription factor IIIC, polypeptide 6, alpha 35kDa",protein-coding
B045_1-4_chr13_f_c409[k=21][m=2]_TGACT,chr13,98674631,98674631,+,2,NA,"3' UTR (NM_002271, exon 29 of 29)","3' UTR (NM_002271, exon 29 of 29)",68702,NM_002271,3843,Hs.712598,XM_005254048,ENSG00000065150,IPO5,IMB3|KPNB3|Pse1|RANBP5|imp5,importin 5,protein-coding
B045_1-4_chr6_f_c223[k=14][m=2]_GTACA,chr6,24786099,24786099,+,2,NA,"3' UTR (NM_001251989, exon 7 of 7)","3' UTR (NM_001251989, exon 7 of 7)",10458,NM_001251991,51053,Hs.234896,XM_005249159,ENSG00000112312,GMNN,Gem,"geminin, DNA replication inhibitor",protein-coding
B045_1-4_chrM_f_c287[k=86][m=2]_CAACA,chrM,11335,11335,+,2,NA,NA,Intergenic,NA,NA,4663,NA,NAC,neuroacanthocytosis,unknown,,,
B045_1-4_chr16_f_c629[k=5][m=2]_GGACA,chr16,30958544,30958544,+,2,NA,"exon (NM_001282351, exon 11 of 11)","exon (NM_001282351, exon 11 of 11)",-1861,NM_152288,93129,Hs.745104,NM_152288,ENSG00000175938,ORAI3,TMEM142C,ORAI calcium release-activated calcium modulator 3,protein-coding
B045_1-4_chr2_f_c555[k=4][m=2]_GAACA,chr2,74327679,74327679,+,2,NA,"exon (NM_144993, exon 9 of 9)","exon (NM_144993, exon 9 of 9)",47360,NM_212552,388962,Hs.61472,NM_001035505,ENSG00000163170,BOLA3,MMDS2,bolA family member 3,protein-coding
B045_1-4_chr8_r_c109[k=16][m=2]_AAACT,chr8,22880064,22880064,-,2,NA,"non-coding (NR_027140, exon 9 of 9)","non-coding (NR_027140, exon 9 of 9)",-22972,NM_015178,23221,Hs.372688,NM_001160036,ENSG00000008853,RHOBTB2,DBC2,Rho-related BTB domain containing 2,protein-coding
B045_1-4_chr8_r_c340[k=6][m=2]_GGACA,chr8,67547043,67547043,-,2,NA,"exon (NM_025054, exon 3 of 3)","exon (NM_025054, exon 3 of 3)",21563,NM_001080416,4603,Hs.445898,XM_005251251,ENSG00000185697,MYBL1,A-MYB|AMYB,v-myb avian myeloblastosis viral oncogene homolog-like 1,protein-coding
B045_1-4_chr12_r_c489[k=25][m=2]_TGACA,chr12,58142167,58142167,-,2,NA,TTS (NM_005981),TTS (NM_005981),-298,NR_106817,102466729,NR_106817,MIR6759,hsa-mir-6759,microRNA mir-6759,ncRNA,,
B045_1-4_chr17_r_c1367[k=12][m=2]_GGACT,chr17,79862642,79862642,-,2,NA,"3' UTR (NM_002861, exon 13 of 13)","3' UTR (NM_002861, exon 13 of 13)",-2570,NM_148896,256933,Hs.708916,NM_148896,ENSG00000183979,NPB,L7|PPL7|PPNPB,neuropeptide B,protein-coding
B045_1-4_chr12_f_c1113[k=34][m=2]_GGACA,chr12,133402294,133402294,+,2,NA,"intron (NM_001172557, intron 1 of 15)","intron (NM_001172557, intron 1 of 15)",2994,NM_005895,2802,Hs.507333,XM_005266162,ENSG00000090615,GOLGA3,GCP170|MEA-2,golgin A3,protein-coding
B045_1-4_chr1_r_c1128[k=4][m=2]_GAACT,chr1,85733372,85733372,-,2,NA,"exon (NM_003921, exon 3 of 3)","exon (NM_003921, exon 3 of 3)",8017,NR_024113,148423,Hs.26226,NM_198077,C1orf52,RP11-234D19.1|gm117,chromosome 1 open reading frame 52,protein-coding,
B045_1-4_chr6_r_c516[k=6][m=2]_ACACT,chr6,44223032,44223032,-,2,NA,"exon (NM_178148, exon 4 of 4)","exon (NM_178148, exon 4 of 4)",1010,NR_039790,100616124,NR_039790,ENSG00000265700,MIR4647,0,microRNA 4647,ncRNA,
B045_1-4_chr14_r_c400[k=10][m=2]_AGACT,chr14,69521194,69521194,-,2,NA,"exon (NM_003861, exon 9 of 9)","exon (NM_003861, exon 9 of 9)",-74795,NR_073422,161159,Hs.603341,NR_073422,ENSG00000259062,ACTN1-AS1,C14orf84,ACTN1 antisense RNA 1,ncRNA
B045_1-4_chr17_r_c1095[k=5][m=2]_GGACC,chr17,73234170,73234170,-,2,NA,"non-coding (NR_033345, exon 18 of 18)","non-coding (NR_033345, exon 18 of 18)",-23537,NM_014001,23163,Hs.87726,NM_001172703,ENSG00000125447,GGA3,0,"golgi-associated, gamma adaptin ear containing, ARF binding protein 3",protein-coding
B045_1-4_chr11_r_c379[k=4][m=2]_AGACC,chr11,46832587,46832587,-,2,NA,"exon (NM_014756, exon 5 of 43)","exon (NM_014756, exon 5 of 43)",-35272,NM_014756,9793,Hs.737795,NM_001008938,ENSG00000175216,CKAP5,CHTOG|MSPS|TOG|TOGp|ch-TOG,cytoskeleton associated protein 5,protein-coding
B045_1-4_chr17_f_c23[k=4][m=2]_TGACT,chr17,1637049,1637049,+,2,NA,"exon (NM_001163673, exon 7 of 10)","exon (NM_001163673, exon 7 of 10)",8924,NM_001163809,124997,Hs.234572,XM_005256454,ENSG00000167716,WDR81,CAMRQ2,WD repeat domain 81,protein-coding
B045_1-4_chr20_r_c24[k=6][m=2]_TAACC,chr20,2443664,2443664,-,2,NA,promoter-TSS (NR_003684),promoter-TSS (NR_003684),-29,NR_003684,100113378,NR_003684,SNORD119,0,"small nucleolar RNA, C/D box 119",snoRNA,,
B045_1-4_chr2_r_c699[k=4][m=2]_TGACT,chr2,97372966,97372966,-,2,NA,"non-coding (NR_024521, exon 6 of 6)","non-coding (NR_024521, exon 6 of 6)",-32847,NR_024521,81562,Hs.655743,NM_001142292,ENSG00000114988,LMAN2L,VIPL,"lectin, mannose-binding 2-like",protein-coding
B045_1-4_chr12_f_c703[k=4][m=2]_GGACA,chr12,95905696,95905696,+,2,NA,"exon (NM_006838, exon 9 of 11)","exon (NM_006838, exon 9 of 11)",36352,NM_001278393,84101,Hs.710121,XM_005269172,ENSG00000136014,USP44,0,ubiquitin specific peptidase 44,protein-coding
B045_1-4_chr20_f_c646[k=6][m=2]_GGACG,chr20,61440969,61440969,+,2,NA,"exon (NM_007346, exon 4 of 7)","exon (NM_007346, exon 4 of 7)",-4030,NR_102430,101409261,Hs.593952,NR_102430,ENSG00000229873,OGFR-AS1,RP5-885L7.11,OGFR antisense RNA 1,ncRNA
B045_1-4_chr1_r_c2160[k=25][m=2]_GGACT,chr1,213168449,213168449,-,2,NA,"exon (NM_144567, exon 9 of 9)","exon (NM_144567, exon 9 of 9)",-20719,NM_144567,90806,Hs.157078,XM_005273344,ENSG00000174606,ANGEL2,KIAA0759L,angel homolog 2 (Drosophila),protein-coding
B045_1-4_chr3_f_c424[k=30][m=2]_ATACT,chr3,49050960,49050960,+,2,NA,"exon (NM_018031, exon 2 of 6)","exon (NM_018031, exon 2 of 6)",5081,NM_001009996,55152,Hs.745143,XM_005265266,ENSG00000178149,DALRD3,0,DALR anticodon binding domain containing 3,protein-coding
B045_1-4_chr6_r_c181[k=19][m=2]_GGACT,chr6,24706266,24706266,-,2,NA,TTS (NM_001160094),TTS (NM_001160094),-13137,NM_030939,81688,Hs.744857,XM_005249433,C6orf62,Nbla00237|XTP12|dJ30M3.2,chromosome 6 open reading frame 62,protein-coding,
B045_1-4_chr14_r_c86[k=21][m=2]_AGACT,chr14,24649550,24649550,-,2,NA,TTS (NM_001048205),TTS (NM_001048205),-8316,NM_005132,9985,Hs.419259,XM_005268250,ENSG00000100918,REC8,HR21spB|REC8L1|Rec8p,REC8 meiotic recombination protein,protein-coding
B045_1-4_chr14_f_c721[k=8][m=2]_GGACA,chr14,104002067,104002067,+,2,NA,"3' UTR (NM_152307, exon 4 of 4)","3' UTR (NM_152307, exon 4 of 4)",6558,NM_152307,115708,Hs.525610,NM_152307,ENSG00000166166,TRMT61A,C14orf172|GCD14|Gcd14p|TRM61|hTRM61,tRNA methyltransferase 61 homolog A (S. cerevisiae),protein-coding
B045_1-4_chr1_r_c268[k=7][m=2]_AGACA,chr1,11126765,11126765,-,2,NA,TTS (NM_002685),TTS (NM_002685),6674,NM_003132,6723,Hs.76244,NM_003132,ENSG00000116649,SRM,PAPT|SPDSY|SPS1|SRML1,spermidine synthase,protein-coding
B045_1-4_chr6_f_c900[k=6][m=2]_TGACA,chr6,109484076,109484076,+,2,NA,"exon (NM_173830, exon 11 of 11)","exon (NM_173830, exon 11 of 11)",33569,NM_173830,285753,Hs.632616,XM_005266935,ENSG00000183137,CEP57L1,C6orf182|bA487F23.2|cep57R,centrosomal protein 57kDa-like 1,protein-coding
B045_1-4_chr5_r_c590[k=4][m=2]_TAACA,chr5,132270287,132270287,-,2,NA,"exon (NM_014423, exon 3 of 21)","exon (NM_014423, exon 3 of 21)",-29067,NM_014423,27125,Hs.664840,XM_005271963,ENSG00000072364,AFF4,AF5Q31|MCEF,"AF4/FMR2 family, member 4",protein-coding
B045_1-4_chr7_f_c532[k=6][m=2]_AAACA,chr7,77408066,77408066,+,2,NA,"exon (NM_198467, exon 8 of 8)","exon (NM_198467, exon 8 of 8)",19681,NM_032936,85025,Hs.19025,NM_032936,ENSG00000135211,TMEM60,C7orf35,transmembrane protein 60,protein-coding
B045_1-4_chr16_f_c881[k=20][m=2]_GAACT,chr16,67877403,67877403,+,2,NA,"3' UTR (NM_020457, exon 1 of 1)","3' UTR (NM_020457, exon 1 of 1)",1190,NM_020457,57215,Hs.632200,NM_020457,ENSG00000168286,THAP11,CTG-B43a|CTG-B45d|RONIN,THAP domain containing 11,protein-coding
B045_1-4_chr6_f_c1123[k=8][m=2]_GAACT,chr6,149700509,149700509,+,2,NA,"exon (NM_015093, exon 5 of 9)","exon (NM_015093, exon 5 of 9)",-20986,NM_001002255,387082,Hs.657168,XM_005266965,ENSG00000177688,SUMO4,IDDM5|SMT3H4|SUMO-4|dJ281H8.4,small ubiquitin-like modifier 4,protein-coding
B045_1-4_chr7_f_c687[k=4][m=2]_AGACT,chr7,99633583,99633583,+,2,NA,"3' UTR (NM_003439, exon 6 of 6)","3' UTR (NM_003439, exon 6 of 6)",-13834,NM_145914,7589,Hs.632294,XM_005250566,ENSG00000166529,ZSCAN21,NY-REN-21|ZNF38|Zipro1,zinc finger and SCAN domain containing 21,protein-coding
B045_1-4_chr22_f_c55[k=4][m=2]_GGACA,chr22,20097792,20097792,+,2,NA,"3' UTR (NM_001190326, exon 13 of 13)","3' UTR (NM_001190326, exon 13 of 13)",4482,NR_106874,102465490,NR_106874,MIR6816,hsa-mir-6816,microRNA mir-6816,ncRNA,,
B045_1-4_chr17_f_c176[k=15][m=2]_CCACA,chr17,7478484,7478484,+,2,NA,TTS (NR_002918),TTS (NR_002918),453,NR_002918,652965,Hs.742408,NR_002918,SNORA48,ACA48,"small nucleolar RNA, H/ACA box 48",snoRNA,
B045_1-4_chr20_f_c627[k=7][m=2]_TGACT,chr20,60878739,60878739,+,2,NA,"exon (NM_001281438, exon 2 of 9)","exon (NM_001281438, exon 2 of 9)",787,NM_001281437,11047,Hs.90107,XM_005260257,ENSG00000130706,ADRM1,ARM-1|ARM1|GP110,adhesion regulating molecule 1,protein-coding
B045_1-4_chr19_f_c1175[k=4][m=2]_GGACC,chr19,49653662,49653662,+,2,NA,TTS (NM_002152),TTS (NM_002152),5019,NM_002152,3270,Hs.436885,XR_243928,ENSG00000130528,HRC,0,histidine rich calcium binding protein,protein-coding
B045_1-4_chr22_r_c303[k=6][m=2]_GAACT,chr22,36863801,36863801,-,2,NA,"3' UTR (NM_012473, exon 4 of 4)","3' UTR (NM_012473, exon 4 of 4)",-13886,NM_012473,25828,Hs.211929,XM_005261508,ENSG00000100348,TXN2,MT-TRX|MTRX|TRX2,thioredoxin 2,protein-coding
B045_1-4_chr7_f_c322[k=7][m=2]_GGACT,chr7,40134484,40134484,+,2,NA,"exon (NM_003718, exon 14 of 14)","exon (NM_003718, exon 14 of 14)",39767,NM_138701,136647,Hs.654989,NM_138701,MPLKIP,ABHS|C7orf11|ORF20,M-phase specific PLK1 interacting protein,protein-coding,
